,Filename,Camera View,Activity Type,Start Time,End Time,Label/Class ID,Appearance Block
,,Dashboard,Distracted Behavior,2:03,2:19,12,Hat
,,Dashboard,Distracted Behavior,2:30,2:47,3,Hat
,,Dashboard,Distracted Behavior,2:56,3:08,7,Hat
,,Dashboard,Distracted Behavior,3:23,3:47,4,Hat
,,Dashboard,Distracted Behavior,3:56,4:12,6,Hat
,,Dashboard,Distracted Behavior,4:22,4:42,1,Hat
,,Dashboard,Distracted Behavior,4:51,5:09,9,Hat
,,Dashboard,Distracted Behavior,5:18,5:24,14,Hat
,,Dashboard,Distracted Behavior,5:43,5:59,0,Hat
,,Dashboard,Distracted Behavior,6:22,6:45,13,Hat
,,Dashboard,Distracted Behavior,6:52,7:18,10,Hat
,,Dashboard,Distracted Behavior,7:28,7:49,15,Hat
,,Dashboard,Distracted Behavior,8:01,8:19,2,Hat
,,Dashboard,Distracted Behavior,8:29,8:51,11,Hat
,,Dashboard,Distracted Behavior,9:01,9:23,8,Hat
