,Filename,Camera View,Activity Type,Start Time,End Time,Label/Class ID,Appearance Block
,,Rightside_window,Distracted Behavior,5:59,6:12,3,No
,,Rightside_window,Distracted Behavior,6:26,6:47,12,No
,,Rightside_window,Distracted Behavior,7:01,7:15,4,No
,,Rightside_window,Distracted Behavior,7:24,7:44,2,No
,,Rightside_window,Distracted Behavior,8:00,8:14,8,No
,,Rightside_window,Distracted Behavior,8:29,8:39,1,No
,,Rightside_window,Distracted Behavior,8:58,9:22,5,No
,Rear_view_user_id_65818_1,Rear_view,Distracted Behavior,0:00,0:08,NA,No
,,Rear_view,Distracted Behavior,0:09,0:33,9,No
,,Rear_view,Distracted Behavior,0:43,1:05,7,No
,,Rear_view,Distracted Behavior,1:14,1:38,13,No
,,Rear_view,Distracted Behavior,1:47,2:12,14,No
,,Rear_view,Distracted Behavior,2:23,2:39,6,No
,,Rear_view,Distracted Behavior,2:48,3:11,10,No
,,Rear_view,Distracted Behavior,3:21,3:47,17,No
,,Rear_view,Distracted Behavior,3:55,4:22,16,No
,,Rear_view,Distracted Behavior,4:33,4:54,11,No
,,Rear_view,Distracted Behavior,5:06,5:24,0,No
,,Rear_view,Distracted Behavior,5:31,5:45,15,No
,,Rear_view,Distracted Behavior,5:59,6:12,3,No
,,Rear_view,Distracted Behavior,6:26,6:47,12,No
,,Rear_view,Distracted Behavior,7:01,7:15,4,No
,,Rear_view,Distracted Behavior,7:24,7:44,2,No
,,Rear_view,Distracted Behavior,8:00,8:14,8,No
,,Rear_view,Distracted Behavior,8:29,8:39,1,No
,,Rear_view,Distracted Behavior,8:58,9:22,5,No
,Rear_view_user_id_65818_2,Rear_view,Distracted Behavior,0:00,0:25,NA,Hat
,,Rear_view,Distracted Behavior,0:35,0:58,9,Hat
,,Rear_view,Distracted Behavior,1:09,1:29,7,Hat
,,Rear_view,Distracted Behavior,1:39,2:02,13,Hat
,,Rear_view,Distracted Behavior,2:12,2:37,14,Hat
,,Rear_view,Distracted Behavior,2:48,3:04,6,Hat
,,Rear_view,Distracted Behavior,3:13,3:37,10,Hat
,,Rear_view,Distracted Behavior,3:47,4:15,17,Hat
,,Rear_view,Distracted Behavior,4:24,4:49,16,Hat
,,Rear_view,Distracted Behavior,4:56,5:19,11,Hat
,,Rear_view,Distracted Behavior,5:53,6:09,3,Hat
,,Rear_view,Distracted Behavior,6:12,6:39,15,Hat
,,Rear_view,Distracted Behavior,6:41,7:13,12,Hat
,,Rear_view,Distracted Behavior,7:15,7:39,4,Hat
,,Rear_view,Distracted Behavior,7:44,8:09,2,Hat
,,Rear_view,Distracted Behavior,8:11,8:40,8,Hat
,,Rear_view,Distracted Behavior,8:42,9:03,1,Hat
,,Rear_view,Distracted Behavior,1:01,1:09,0,Hat
,Dashboard_user_id_65818_1,Dashboard,Distracted Behavior,0:00,0:08,NA,No
,,Dashboard,Distracted Behavior,0:09,0:33,9,No
,,Dashboard,Distracted Behavior,0:43,1:05,7,No
,,Dashboard,Distracted Behavior,1:14,1:38,13,No
,,Dashboard,Distracted Behavior,1:47,2:12,14,No
,,Dashboard,Distracted Behavior,2:23,2:39,6,No
,,Dashboard,Distracted Behavior,2:48,3:11,10,No
,,Dashboard,Distracted Behavior,3:21,3:47,17,No
,,Dashboard,Distracted Behavior,3:55,4:22,16,No
,,Dashboard,Distracted Behavior,4:33,4:54,11,No
,,Dashboard,Distracted Behavior,5:06,5:24,0,No
,,Dashboard,Distracted Behavior,5:31,5:45,15,No
,,Dashboard,Distracted Behavior,5:59,6:12,3,No
,,Dashboard,Distracted Behavior,6:26,6:47,12,No
,,Dashboard,Distracted Behavior,7:01,7:15,4,No
,,Dashboard,Distracted Behavior,7:24,7:44,2,No
,,Dashboard,Distracted Behavior,8:00,8:14,8,No
,,Dashboard,Distracted Behavior,8:29,8:39,1,No
,,Dashboard,Distracted Behavior,8:58,9:22,5,No
,Dashboard_user_id_65818_2,Dashboard,Distracted Behavior,0:00,0:25,NA,Hat
,,Dashboard,Distracted Behavior,0:35,0:58,9,Hat
,,Dashboard,Distracted Behavior,1:01,1:09,0,Hat
,,Dashboard,Distracted Behavior,1:09,1:29,7,Hat
,,Dashboard,Distracted Behavior,1:39,2:02,13,Hat
,,Dashboard,Distracted Behavior,2:12,2:37,14,Hat
,,Dashboard,Distracted Behavior,2:48,3:04,6,Hat
,,Dashboard,Distracted Behavior,3:13,3:37,10,Hat
,,Dashboard,Distracted Behavior,3:47,4:15,17,Hat
,,Dashboard,Distracted Behavior,4:24,4:49,16,Hat
,,Dashboard,Distracted Behavior,4:56,5:19,11,Hat
,,Dashboard,Distracted Behavior,5:53,6:09,3,Hat
,,Dashboard,Distracted Behavior,6:12,6:39,15,Hat
,,Dashboard,Distracted Behavior,6:41,7:13,12,Hat
,,Dashboard,Distracted Behavior,7:15,7:39,4,Hat
,,Dashboard,Distracted Behavior,7:44,8:09,2,Hat
,,Dashboard,Distracted Behavior,8:11,8:40,8,Hat
,,Dashboard,Distracted Behavior,8:42,9:03,1,Hat
